danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo,lyrics_sentiment,album_name_sentiment,track_name_sentiment,playlist_name_sentiment,genre_edm,genre_latin,genre_pop,genre_r&b,genre_rap,genre_rock,cluster
0.21668597914252608,0.8779619648123665,0.8181818181818182,0.830867877833399,0.024341223760607416,0.011792960191677691,0.010205338809034908,0.40766304402668047,0.5605606120338469,1.0,1.0,1.0,1.0,False,False,False,False,False,True,0
0.8447276940903823,0.6460896979558629,0.5454545454545454,0.7531075988525789,0.21616793211255023,0.004353433563313497,0.007422997946611808,0.6558996558996559,0.42731526713631923,0.0,1.0,0.0,1.0,False,False,False,True,False,False,1
0.3580533024333719,0.3674361842774331,0.4545454545454546,0.8004949659710896,0.01306386779812416,0.694556020542771,0.0,0.4086721359448633,0.4655331013638208,0.0,1.0,1.0,1.0,False,False,False,True,False,False,1
0.7462340672074159,0.8850808501983118,0.8181818181818182,0.9080938185499747,0.020656543099598034,0.03729702844338691,0.0,0.2421719694446967,0.5308102363689344,0.0,0.0,0.0,1.0,False,False,True,False,False,False,13
0.440324449594438,0.632868910810536,0.5454545454545454,0.7909893694808483,0.03640017865118356,0.28225705157245184,0.0,0.3077629441265805,0.6322026247978838,0.5,1.0,1.0,0.75,False,False,False,True,False,False,-1
0.7508690614136733,0.5871046476151733,0.5454545454545454,0.6815062714438382,0.18155426529700758,0.5957655585401027,0.0,0.7013087922178831,0.2865166292430139,1.0,1.0,0.75,1.0,False,False,False,True,False,False,3
0.7265353418308227,0.8576222922810942,0.4545454545454546,0.7856741099049441,0.024676194729790078,0.22782149087710407,0.0004332648870636551,0.6932360568724206,0.3733509310204945,0.0,1.0,1.0,1.0,False,False,False,True,False,False,1
0.52954808806489,0.7416861588528425,0.9090909090909092,0.8265088025198268,0.021996426976328715,0.025099430583873806,0.0,0.13520822611731703,0.5307131062774606,1.0,0.0,0.0,1.0,True,False,False,False,False,False,22
0.6836616454229432,0.44777789077595853,0.36363636363636365,0.7009393104224085,0.017753461366681555,0.28427318345005725,0.008716632443531828,0.7295633659270023,0.23368357301611786,1.0,1.0,0.5,0.5,False,False,True,False,False,False,-1
0.8679026651216686,0.651174616088681,0.6363636363636364,0.7750998368862141,0.05984814649397051,0.04072445263531622,0.0,0.31886295522659164,0.4228072881849814,0.0,1.0,0.5,1.0,False,False,False,False,True,False,-1
0.4692931633835458,0.900335604596766,1.0,0.8284211710444908,0.19495310406431443,0.01653087010405055,0.001078028747433265,0.5973723246450521,0.3862006707689846,0.0,1.0,1.0,1.0,False,False,False,False,False,True,0
0.6326767091541137,0.7437201261059697,0.4545454545454546,0.8786208448169189,0.27422956677087984,0.6935479546039681,8.655030800821357e-06,0.5398540853086308,0.2583489027156431,1.0,1.0,0.5,1.0,False,False,False,True,False,False,-1
0.8806488991888759,0.6633784196074444,1.0,0.7938860453343833,0.12907548012505585,0.16431333673253168,0.0,0.6881905972815064,0.4964661787307954,0.0,0.0,1.0,0.5,False,False,True,False,False,False,-1
0.6361529548088065,0.7671107495169327,0.0,0.8016198886326565,0.0345020098258151,0.015623610759128088,9.856262833675565e-06,0.7709361345724982,0.4161224524776744,1.0,0.0,1.0,0.75,False,False,False,True,False,False,-1
